id,intake,years,University Name,Course,Undergrad Institute & Branch,Undergraduate Major,GPA,GRE,IELTS/TOEFL,Papers,Work Exp,created_at,updated_at,Acceptance
2662,"Winter ",2023,"University of Texas, Dallas",Computer Science,NIT Durgapur,Information Technology,7.86/10,"323 (154, 169, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2663,"Winter ",2023,"University of Texas, Arlington",Industrial Engineering,"Institute of Technology, Nirma University",Mechanical Engineering,8.63/10,"305 (145, 160, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2664,"Winter ",2023,University of Oklahoma,Data Science,Dhanekula Institute of Engineering & Technology,Computer Science,8.17/10,,IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2665,"Winter ",2023,"University of Texas, Dallas",Electrical Engineering,Bhoj Reddy Engineering College for Women,ECE,8.08/10,"315 (150, 165, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2666,"Winter ",2023,National College of Ireland,Management,University of Mumbai,Mechanical Engineering,8.72/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2667,"Winter ",2023,Arizona State University,Electrical Engineering,Arizona State University,Computer Science,10-08-2026 00:00,"318 (152, 166, 3)",TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2668,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering and Technology,ECE,8.4/10,"320 (152, 168, 3)",,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2669,"Winter ",2023,"University of Texas, Arlington",Computer Science,SRM University,Computer Science,9.7/10,"315 (150, 165, 3.5)",IELTS,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2670,"Winter ",2023,Lamar University,Chemistry,Osmania University,Pharmacy,7.06/10,"294 (138, 156, 2)",IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2671,"Winter ",2023,University of New Haven,Data Science,Joginpally BR Engineering College,ECE,7.2/10,"326 (160, 166, 3)",IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2672,"Winter ",2023,"University of Texas, Dallas",Computer Science,NIT Durgapur,Information Technology,7.86/10,"323 (154, 169, 3.5)",IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2673,"Winter ",2023,"University of Texas, Arlington",Industrial Engineering,"Institute of Technology, Nirma University",Mechanical Engineering,8.63/10,"305 (145, 160, 3.5)",IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2674,"Winter ",2023,University of Oklahoma,Data Science,Dhanekula Institute of Engineering and Technology,Computer Science,8.17/10,,IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2675,"Winter ",2023,"University of Texas, Dallas",Electrical Engineering,Bhoj Reddy Engineering College for Women,ECE,8.08/10,"315 (150, 165, 3.5)",IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2676,"Winter ",2023,National College of Ireland,Management,University of Mumbai,Mechanical Engineering,8.72/10,,IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2677,"Winter ",2023,Arizona State University,Electrical Engineering,Arizona State University,Computer Science,10-08-2026 00:00,"318 (152, 166, 3)",TOEFL 88,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2678,"Winter ",2023,York University,Computer Science,SRM University,Computer Science,9.7/10,"315 (150, 165, 3.5)",IELTS 7.5,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2679,"Winter ",2023,"University of Texas, Arlington",Computer Science,SRM University,Computer Science,9.7/10,"315 (150, 165, 3.5)",IELTS 7.5,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2680,"Winter ",2023,Lamar University,Chemistry,Osmania University,Pharmacy,7.06/10,"294 (138, 156, 2)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2681,"Winter ",2023,University of New Haven,Data Science,Joginpally BR Engineering College,ECE,7.2/10,"326 (160, 166, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2682,"Winter ",2023,"University of Texas, Dallas",Computer Science,NIT Durgapur,Information Technology,7.86/10,"323 (154, 169, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2683,"Winter ",2023,"University of Texas, Arlington",Industrial Engineering,"Institute of Technology, Nirma University",Mechanical Engineering,8.63/10,"305 (145, 160, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2684,"Winter ",2023,University of Oklahoma,Data Science,Dhanekula Institute of Engineering & Technology,Computer Science,8.17/10,,IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2685,"Winter ",2023,"University of Texas, Dallas",Electrical Engineering,Bhoj Reddy Engineering College for Women,ECE,8.08/10,"315 (150, 165, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2686,"Winter ",2023,National College of Ireland,Management,University of Mumbai,Mechanical Engineering,8.72/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2687,"Winter ",2023,"University of Texas, Arlington",Computer Science,SRM University,Computer Science,9.7 / 10,"315 (150, 165, 3.5)",IELTS 7.5,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2688,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering and Technology,ECE,8.4 / 10,"320 (152, 168, 3)",NA (TOEFL),1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2689,"Winter ",2023,Arizona State University,Electrical Engineering,Arizona State University,Computer Science,8.0 / 10,"318 (152, 166, 3)",TOEFL 88,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2690,"Winter ",2023,University of Calgary,Electrical & Computer Engineering,SSN College of Engineering,ECE,8.22 / 10,"320 (160, 160, 2)",NA (TOEFL),2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2691,"Winter ",2023,University of Tampa,Information Technology Management,"QIS College of Engineering and Technology, Ongole",ECE,7.1 / 10,"312 (144, 168, 1.5)",NA (TOEFL),0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2692,"Winter ",2023,Central Michigan University,Computer Science,Kamala Institute of Technology and Science,Computer Science,6.71 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2693,"Winter ",2023,"University of Massachusetts, Boston",Business Analytics,Sreenidhi Institute of Science and Technology,Information Technology,7.8 / 10,,IELTS 6.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2694,"Winter ",2023,University of Hildesheim,Data Analytics,"University College of Engineering, JNTUK Vizianagaram",Information Technology,7.97 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2695,"Winter ",2023,Western University,Computer Science,"CSPIT, CHARUSAT",Information Technology,9.01 / 10,,IELTS 7.0,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2696,"Winter ",2023,Old Dominion University,Computer Science,"Saveetha School of Engineering, Saveetha University",Computer Science,8.2 / 10,,TOEFL 93,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2697,"Winter ",2023,Central Michigan University,Computer Science,Kamala Institute of Technology and Science,Computer Science,6.71/10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2698,"Winter ",2023,"University of Massachusetts, Boston",Business Analytics,Sreenidhi Institute of Science and Technology,Information Technology,7.8/10,,IELTS 6.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2699,"Winter ",2023,University of Hildesheim,Data Analytics,"University College of Engineering, JNTU Vizianagaram",Information Technology,7.97/10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2700,"Winter ",2023,Western University,Computer Science,"CSPIT, CHARUSAT",Information Technology,9.01/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2701,"Winter ",2023,Old Dominion University,Computer Science,"Saveetha School of Engineering, Saveetha University",Computer Science,8.2/10,,TOEFL 93,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2702,"Winter ",2023,"University of California, Irvine",Data Science,Mukesh Patel School of Technology Management and Engineering,Information Technology,3.03/4,"GRE 317 (157Q, 160V, 3 AWA)",IELTS 8.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2703,"Winter ",2023,New Jersey Institute of Technology,Industrial Engineering,Vellore Institute of Technology,Mechanical Engineering,7.42/10,"GRE 325 (165Q, 160V, 4 AWA)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2704,"Winter ",2023,Dalhousie University,Applied Computer Science,Gujarat Technological University,Computer Engineering,9.09/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2705,"Winter ",2023,"California State University, East Bay",Engineering Management,Maharashtra Institute of Technology,Information Technology,73/100,,IELTS 8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2706,"Winter ",2023,"University of Texas, Arlington",Computer Science,KL University,Computer Science,7.32/10,"GRE 315 (156Q, 159V, 2.5 AWA)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2707,"Winter ",2023,"University of California, Irvine",Data Science,Mukesh Patel School of Technology Management,Information Technology,3.03 / 4,"317 (157, 160, 3)",IELTS 8.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2708,"Winter ",2023,New Jersey Institute of Technology,Industrial Engineering,Vellore Institute of Technology,Mechanical Engineering,7.42 / 10,"325 (165, 160, 4)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2709,"Winter ",2023,Dalhousie University,Applied Computer Science,Gujarat Technological University,Computer Engineering,9.09 / 10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2710,"Winter ",2023,"California State University, East Bay",Engineering Management,Maharashtra Institute of Technology,Information Technology,73 / 100,,IELTS 8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2711,"Winter ",2023,"University of Texas, Arlington",Computer Science,KL University,Computer Science,7.32 / 10,"315 (156, 159, 2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2712,"Winter ",2023,Dalhousie University,Applied Computer Science,Reva University,Computer Engineering,8.67 / 10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2713,"Winter ",2023,Texas Tech University,Civil Engineering,DVR College of Engineering and Technology,Civil Engineering,5.3 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2714,"Winter ",2023,"University of Illinois, Urbana-Champaign",Management of Technology,Vignan’s University,ECE,8.2 / 10,"316 (153, 163, 3)",TOEFL 97,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2715,"Winter ",2023,"University of Maryland, College Park",Machine Learning,IIT Kharagpur,Mechanical Engineering,8.13 / 10,"325 (157, 168, 4)",TOEFL 111,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2716,"Winter ",2023,University of Houston,Computer Science,University of Delhi,Computer Science,07-Oct,"310 (150, 160, 3)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2717,"Winter ",2023,"State University of New York, Stony Brook",Finance,Mukesh Patel School of Technology Management & Engineering,Information Technology,3.03/4,"317 (157,160,3)",IELTS 8.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2718,"Winter ",2023,University of Houston,Computer Science,University of Delhi,Computer Science,10-07-2026 00:00,"310 (150,160,3)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2719,"Winter ",2023,"University of Maryland, College Park",Machine Learning,IIT Kharagpur,Mechanical Engineering,8.13/10,"325 (157,168,4)",TOEFL 111,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2720,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering & Technology,ECE,8.4/10,"320 (152,168,3)",TOEFL NA,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2721,"Winter ",2023,Texas Tech University,Civil Engineering,DVR College of Engineering & Technology,Civil Engineering,5.3/10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2722,"Winter ",2023,Dalhousie University,Applied Computer Science,REVA University,Computer Engineering,8.67/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2723,"Winter ",2023,"University of Texas, Arlington",Computer Science,KL University,Computer Science,7.32/10,"315 (156,159,2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2724,"Winter ",2023,"California State University, East Bay",Engineering Management,Maharashtra Institute of Technology,Information Technology,73/100,,IELTS 8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2725,"Winter ",2023,Dalhousie University,Applied Computer Science,Gujarat Technological University,Computer Engineering,9.09/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2726,"Winter ",2023,New Jersey Institute of Technology,Industrial Engineering,Vellore Institute of Technology,Mechanical Engineering,7.42/10,"325 (165,160,4)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2727,"Winter ",2023,Dalhousie University,Applied Computer Science,"CSPIT, CHARUSAT",Information Technology,9.01/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2728,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering and Technology,ECE,8.4/10,"320 (152,168,3)",TOEFL NA,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2729,"Winter ",2023,"State University of New York, Stony Brook",Finance,Mukesh Patel School of Technology Management,Information Technology,3.03/4,"317 (157,160,3)",IELTS 8.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2730,"Winter ",2023,University of Houston,Computer Science,University of Delhi,Computer Science,10-07-2026 00:00,"310 (150,160,3)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2731,"Winter ",2023,"University of Maryland, College Park",Machine Learning,IIT Kharagpur,Mechanical Engineering,8.13/10,"325 (157,168,4)",TOEFL 111,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2732,"Winter ",2023,"University of Illinois, Urbana Champaign",Management of Technology,Vignan’s University,ECE,8.2/10,"316 (153,163,3)",TOEFL 97,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2733,"Winter ",2023,Texas Tech University,Civil Engineering,DVR College of Engineering and Technology,Civil Engineering,5.3/10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2734,"Winter ",2023,Dalhousie University,Applied Computer Science,Reva University,Computer Engineering,8.67/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2735,"Winter ",2023,"University of Texas, Arlington",Computer Science,KL University,Computer Science,7.32/10,"315 (156,159,2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2736,"Winter ",2023,"California State University, East Bay",Engineering Management,Maharashtra Institute of Technology,Information Technology,73/100,,IELTS 8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2737,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering & Technology,ECE,8.4 / 10,"320 (152, 168, 3)",,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2738,"Winter ",2023,Indiana University – Purdue University Indianapolis,Computer & Information Science,Vardhaman College of Engineering,Information Technology,6.74 / 10,"327 (161, 166, 3)",8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2739,"Winter ",2023,"University of Texas, Dallas",Computer Science,Center for Management Studies – Jain University,Business Administration,3.39 / 10,"321 (155, 166, 3)",,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2740,"Winter ",2023,Dalhousie University,Applied Computer Science,"CSPIT, CHARUSAT",Information Technology,9.01 / 10,,7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2741,"Winter ",2023,University of Sussex,Management,R.A. Podar College of Commerce & Economics,Commerce,8.02 / 10,"314 (152, 162, 4.5)",8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2742,"Winter ",2023,SUNY Stony Brook University,Finance,Mukesh Patel School of Technology Management & Engineering,Information Technology,3.03 / 4,"317 (157, 160, 3)",8.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2743,"Winter ",2023,University of Houston,Computer Science,University of Delhi,Computer Science,07-Oct,"310 (150, 160, 3)",7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2744,"Winter ",2023,"University of Maryland, College Park",Machine Learning,IIT Kharagpur,Mechanical Engineering,8.13 / 10,"325 (157, 168, 4)",,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2745,"Winter ",2023,University of Illinois Urbana-Champaign,Management of Technology,Vignan’s University,ECE,8.2 / 10,"316 (153, 163, 3)",,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2746,"Winter ",2023,Texas Tech University,Civil Engineering,DVR College of Engineering & Technology,Civil Engineering,5.3 / 10,,6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2747,"Winter ",2023,Clemson University,Computer Science,MVSR Engineering College,ECE,7.39 / 10,"301 (140, 161, 4)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2748,"Winter ",2023,"University of South Carolina, Columbia",Chemical Engineering,St Peter’s College of Engineering and Technology,Chemical Engineering,8.56 / 10,,IELTS 6,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2749,"Winter ",2023,University of Windsor,Applied Computing,University of Engineering and Management,Computer Science,8.72 / 10,,IELTS 7.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2750,"Winter ",2023,Stevens Institute of Technology,Data Science,Vardhaman College of Engineering,ECE,8.26 / 10,"317 (148, 169, 2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
